Player,From,To,Years,Pos,Ht,Height,Wt,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,BLK Champ,STL Champ,TRB Champ,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team
Cole Anthony,2021,2022,2,G,6-2,6.166666666666667,185.0,112,14.9,5.1,5.0,39.3,33.7,84.6,45.8,13.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Anthony,1992,2002,11,G,6-0,6.0,176.0,757,7.3,1.9,4.0,40.3,34.9,73.3,46.7,14.5,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Anthony,2008,2017,10,C,6-9,6.75,245.0,490,2.2,2.8,0.2,51.3,14.2,66.2,51.3,9.7,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pero Antić,2014,2015,2,F-C,6-11,6.916666666666667,260.0,113,6.3,3.5,0.9,39.2,31.4,73.0,48.3,10.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG Anunoby,2018,2022,5,F,6-7,6.583333333333333,232.0,301,10.4,4.1,1.4,47.0,37.2,70.9,55.8,12.8,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Keith Appling,2016,2016,1,G,6-1,6.083333333333333,185.0,5,1.2,0.2,0.2,25.0,0.0,100.0,25.0,-4.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Araújo,2005,2007,3,C,6-11,6.916666666666667,280.0,139,2.8,2.8,0.3,40.5,25.0,67.9,40.6,6.3,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Arceneaux,1962,1962,1,F,6-4,6.333333333333333,210.0,7,7.1,4.6,0.6,39.3,23.4,46.2,45.3,10.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Archibald,2003,2004,2,F,6-11,6.916666666666667,250.0,44,1.2,1.6,0.4,28.3,23.4,42.9,28.3,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Archibald*,1971,1984,14,G,6-1,6.083333333333333,150.0,876,18.8,2.3,7.4,46.7,22.4,81.0,46.8,18.0,83.4,6,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
Ryan Arcidiacono,2018,2022,5,G,6-3,6.25,195.0,217,4.6,2.0,2.1,43.2,37.4,80.7,53.9,10.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Ard,1971,1978,8,F-C,6-8,6.666666666666667,215.0,431,4.4,4.3,0.6,40.2,23.5,66.2,40.3,10.6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gilbert Arenas,2002,2012,11,G,6-4,6.333333333333333,191.0,552,20.7,3.9,5.3,42.1,35.1,80.3,48.2,19.6,51.3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trevor Ariza,2005,2022,18,F,6-8,6.666666666666667,215.0,1118,10.4,4.8,2.1,42.2,35.1,73.1,50.4,13.1,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paul Arizin*,1951,1962,12,G-F,6-4,6.333333333333333,190.0,713,22.8,8.6,2.3,42.1,28.6,81.0,47.1,19.8,108.8,10,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0
Joe Arlauckas,1988,1988,1,F,6-9,6.75,230.0,9,3.8,1.4,0.9,32.6,23.4,75.0,32.6,7.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.J. Armstrong,1990,2000,11,G,6-2,6.166666666666667,175.0,747,9.8,1.8,3.3,47.7,42.5,85.6,51.3,14.5,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bob Armstrong,1957,1957,1,F-C,6-8,6.666666666666667,220.0,19,1.5,2.1,0.2,29.7,17.7,50.0,48.4,7.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Armstrong,2002,2004,3,G,6-5,6.416666666666667,188.0,108,2.2,0.6,0.2,35.2,33.3,60.0,39.5,4.9,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curly Armstrong,1949,1951,3,G-F,5-11,5.916666666666667,170.0,153,6.8,2.3,2.3,29.5,28.6,69.2,47.1,12.5,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Armstrong,1995,2008,14,G,6-0,6.0,170.0,840,9.2,2.7,4.0,40.9,33.4,87.1,48.0,16.3,49.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Hilton Armstrong,2007,2014,8,F-C,6-11,6.916666666666667,235.0,292,3.0,2.6,0.3,50.1,28.6,58.2,50.2,9.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tate Armstrong,1978,1979,2,G,6-3,6.25,175.0,92,3.8,1.0,1.1,45.4,27.9,80.0,44.1,9.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Arnelle,1956,1956,1,F,6-5,6.416666666666667,220.0,31,4.7,5.5,0.6,31.7,23.4,62.3,45.3,12.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Arnette,1964,1966,3,G,6-2,6.166666666666667,175.0,114,3.7,1.0,1.2,36.5,27.9,76.0,44.1,7.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Arnzen,1970,1974,5,F,6-5,6.416666666666667,205.0,111,4.0,2.0,0.3,46.5,20.0,80.0,46.6,13.6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Carlos Arroyo,2002,2011,10,G,6-2,6.166666666666667,202.0,569,6.6,1.7,3.1,43.8,33.8,80.6,45.9,13.4,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Arthur,2009,2018,10,F,6-9,6.75,235.0,503,6.5,3.5,0.8,44.4,35.2,76.5,47.0,12.2,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Arthurs,1970,1970,1,G,6-4,6.333333333333333,185.0,11,3.2,1.3,1.5,34.3,27.9,73.3,44.1,11.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel Artis,2018,2018,1,G-F,6-7,6.583333333333333,213.0,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ömer Aşık,2011,2018,8,C,7-0,7.0,255.0,471,5.3,7.1,0.6,52.8,0.0,55.1,52.8,13.4,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Askew,1988,1998,11,G-F,6-6,6.5,210.0,467,7.1,2.5,2.2,47.9,30.0,75.4,49.4,12.6,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Askins,1991,1999,9,G-F,6-7,6.583333333333333,197.0,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Asmonga,1954,1954,1,G,6-2,6.166666666666667,185.0,7,0.7,0.1,0.7,13.3,27.9,100.0,44.1,-7.6,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Atha,1956,1958,3,G,6-2,6.166666666666667,190.0,43,3.2,1.5,1.2,39.3,27.9,79.5,44.1,10.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chucky Atkins,2000,2010,11,G,5-11,5.916666666666667,160.0,696,9.9,1.7,3.4,41.2,36.4,77.2,48.9,13.1,27.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Attles*,1961,1971,11,G,6-0,6.0,175.0,711,8.9,3.5,3.5,45.1,27.9,63.2,44.1,11.3,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chet Aubuchon,1947,1947,1,G,5-10,5.833333333333333,137.0,30,2.2,1.8,0.7,25.3,27.9,54.3,44.1,10.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Augmon,1992,2006,15,G-F,6-8,6.666666666666667,205.0,1001,8.0,3.2,1.6,46.9,15.2,72.8,47.0,13.7,43.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Augustin,2009,2022,14,G,5-11,5.916666666666667,183.0,976,9.5,1.8,3.9,41.2,38.1,86.7,49.9,14.0,47.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Augustine,2007,2008,2,F,6-10,6.833333333333333,235.0,27,1.6,1.2,0.1,51.4,23.4,50.0,51.4,11.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Austin,1992,2002,11,C,6-10,6.833333333333333,255.0,432,7.6,4.7,1.2,44.6,17.6,67.0,44.8,13.0,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Johnny Austin,1967,1968,2,G,6-0,6.0,170.0,45,7.6,1.6,1.4,37.5,0.0,73.1,37.5,9.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Austin,1984,1984,1,F,6-9,6.75,205.0,7,1.7,0.4,0.1,46.2,23.4,67.6,46.2,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deni Avdija,2021,2022,2,G-F,6-9,6.75,210.0,136,7.6,5.1,1.7,42.6,31.6,72.9,50.2,10.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Avent,1993,2000,8,F,6-9,6.75,235.0,352,5.6,4.5,0.8,40.3,0.0,68.6,40.3,8.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird Averitt,1974,1978,5,G,6-1,6.083333333333333,170.0,366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
William Avery,2000,2002,3,G,6-2,6.166666666666667,197.0,142,2.7,0.7,1.4,33.0,25.5,71.4,37.8,7.3,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Awtrey,1971,1982,12,C,6-10,6.833333333333333,235.0,733,4.8,4.6,2.0,45.9,14.2,65.2,45.9,10.5,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joel Ayayi,2022,2022,1,G,6-5,6.416666666666667,180.0,7,0.3,0.4,0.6,16.7,0.0,73.7,16.7,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Ayón,2012,2014,3,C,6-10,6.833333333333333,250.0,135,4.7,4.4,1.3,53.6,0.0,50.4,53.6,14.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Ayres,2010,2016,7,F,6-9,6.75,240.0,237,2.9,2.7,0.4,55.3,40.0,77.6,55.5,12.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deandre Ayton,2019,2022,4,C,6-11,6.916666666666667,250.0,236,16.3,10.5,1.6,59.9,25.0,75.4,60.2,20.7,24.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelenna Azubuike,2007,2012,6,G,6-5,6.416666666666667,220.0,208,10.5,4.0,1.1,45.9,40.9,77.0,51.9,14.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udoka Azubuike,2021,2022,2,C,6-10,6.833333333333333,280.0,32,3.0,2.6,0.0,70.7,14.2,66.7,70.7,15.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Babb,2014,2014,1,G,6-5,6.416666666666667,225.0,14,1.6,1.2,0.2,26.7,22.2,73.7,36.7,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Babbitt,2011,2018,8,F,6-9,6.75,225.0,381,4.8,2.2,0.6,40.8,40.2,74.7,53.2,10.1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miloš Babić,1991,1992,2,F-C,7-0,7.0,240.0,21,1.8,1.0,0.5,37.5,17.7,65.0,37.5,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Bach,1949,1949,1,G-F,6-2,6.166666666666667,180.0,34,3.5,3.1,0.7,28.6,28.6,68.0,47.1,12.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,2018,2021,4,G,6-6,6.5,221.0,207,7.3,2.6,1.1,40.2,31.4,78.0,44.7,8.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Bacon,1973,1973,1,G,6-3,6.25,205.0,47,3.5,1.7,0.8,36.6,20.0,60.3,37.2,4.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Baechtold,1953,1957,5,G-F,6-4,6.333333333333333,205.0,321,9.7,3.1,2.1,38.8,28.6,78.3,47.1,13.2,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalibor Bagarić,2001,2003,3,C,7-1,7.083333333333333,255.0,95,2.6,2.5,0.4,36.1,0.0,55.9,36.1,7.0,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Bagley,1983,1994,12,G,6-0,6.0,185.0,665,8.7,2.6,6.0,43.7,24.1,77.9,44.8,13.0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Bagley III,2019,2022,4,F-C,6-11,6.916666666666667,235.0,166,13.6,7.4,0.9,50.1,29.1,66.3,52.7,17.1,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Bailey,1982,1982,1,C,7-0,7.0,210.0,1,2.0,0.0,0.0,100.0,14.2,62.5,100.0,-6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Bailey,1975,1980,6,G-F,6-5,6.416666666666667,185.0,147,2.6,1.7,1.1,40.6,100.0,51.0,40.8,11.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Bailey,1980,1988,9,F-C,6-9,6.75,220.0,595,8.8,5.0,0.8,48.4,7.7,70.3,48.4,13.0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurl Bailey,1984,1999,16,F-C,6-11,6.916666666666667,215.0,928,12.8,5.1,1.4,47.3,11.4,81.2,47.3,14.3,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby Bailey,1999,2000,2,G,6-6,6.5,213.0,73,3.3,1.7,0.6,40.7,20.0,69.2,41.4,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Bairstow,2015,2016,2,F-C,6-9,6.75,250.0,36,1.2,1.0,0.2,29.6,20.0,84.6,30.6,5.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmie Baker,1976,1976,1,F,6-9,6.75,220.0,5,1.2,2.8,0.8,20.0,23.4,0.0,20.0,-3.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Baker,1999,1999,1,G,6-1,6.083333333333333,175.0,1,0.0,0.0,0.0,0.0,27.9,73.7,0.0,-46.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Baker,2005,2005,1,G,6-1,6.083333333333333,175.0,5,0.0,0.4,0.2,0.0,27.9,73.7,0.0,-0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norm Baker,1947,1947,1,G,6-0,6.0,180.0,4,0.0,1.8,0.0,0.0,27.9,73.7,44.1,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Baker,2017,2019,3,G,6-4,6.333333333333333,220.0,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vin Baker,1994,2006,13,F,6-11,6.916666666666667,232.0,791,15.0,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47.0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Baldwin,2017,2019,3,G,6-4,6.333333333333333,200.0,56,3.1,1.2,1.4,35.5,25.0,77.6,38.2,7.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaldo Balkman,2007,2012,6,F,6-8,6.666666666666667,208.0,221,4.0,3.5,0.6,51.0,17.2,54.2,51.8,14.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric Ball,1991,1991,1,F,6-8,6.666666666666667,210.0,7,1.1,1.6,0.0,37.5,23.4,100.0,37.5,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMelo Ball,2021,2022,2,G,6-7,6.583333333333333,180.0,126,18.3,6.4,7.0,43.1,37.8,82.6,51.2,18.9,8.7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lonzo Ball,2018,2022,5,G,6-6,6.5,190.0,252,11.9,5.7,6.2,40.0,36.4,57.8,50.7,13.4,11.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Ballard,1978,1989,12,F,6-7,6.583333333333333,215.0,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Herschel Baltimore,1947,1947,1,F,6-4,6.333333333333333,195.0,58,2.4,3.0,0.3,20.2,23.4,46.4,45.3,10.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo Bamba,2019,2022,4,C,7-0,7.0,231.0,226,7.7,6.1,0.9,47.5,35.2,68.5,54.5,16.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Bane,2021,2022,2,G,6-5,6.416666666666667,215.0,144,14.0,3.8,2.3,46.4,43.5,88.2,57.2,15.4,10.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Banks,1982,1987,6,G-F,6-7,6.583333333333333,215.0,468,11.3,5.8,2.9,53.9,4.3,73.0,53.9,15.1,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Banks,2004,2011,8,G,6-2,6.166666666666667,200.0,348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Banks,1971,1971,1,C,6-10,6.833333333333333,205.0,16,2.6,3.1,0.5,50.0,14.2,41.2,50.0,6.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Bannister,1985,1991,7,F-C,6-9,6.75,235.0,253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Bantom,1974,1982,9,F-C,6-9,6.75,200.0,706,12.1,6.4,2.3,46.8,20.0,69.2,46.8,14.3,34.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalano Banton,2022,2022,1,G-F,6-9,6.75,204.0,64,3.2,1.9,1.5,41.1,25.5,59.1,44.3,10.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat Barber,2022,2022,1,G,6-2,6.166666666666667,190.0,3,0.0,1.0,1.0,0.0,27.9,0.0,0.0,-11.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Barber,1957,1957,1,F,6-6,6.5,210.0,5,1.4,1.2,0.0,25.0,23.4,50.0,45.3,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Barbosa,2004,2017,14,G,6-3,6.25,194.0,850,10.6,2.0,2.1,45.9,38.7,82.1,52.6,15.1,37.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Steve Bardo,1992,1996,5,G,6-5,6.416666666666667,190.0,33,2.2,1.8,1.3,32.9,10.0,69.6,33.5,8.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Barea,2007,2020,14,G,5-10,5.833333333333333,180.0,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrea Bargnani,2007,2016,10,F-C,7-0,7.0,245.0,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Barker,1950,1952,3,G,6-2,6.166666666666667,185.0,149,3.7,1.8,2.0,31.6,27.9,66.2,44.1,10.8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Barker,1977,1979,3,F-C,6-11,6.916666666666667,225.0,98,6.5,5.3,0.8,42.2,17.7,69.2,48.4,10.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Barkley*,1985,2000,16,F,6-6,6.5,252.0,1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2,11,11,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Erick Barkley,2001,2002,2,G,6-1,6.083333333333333,177.0,27,2.9,0.8,1.5,35.6,26.7,90.0,37.8,9.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Barksdale*,1952,1955,4,F-C,6-6,6.5,200.0,262,11.0,8.0,2.1,37.0,17.7,66.0,48.4,15.6,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Barnes,2013,2022,10,F,6-8,6.666666666666667,225.0,747,14.1,5.1,1.8,45.3,37.9,80.4,51.3,13.7,44.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Barnes,1969,1969,1,F,6-3,6.25,205.0,22,2.0,1.2,0.2,28.1,23.4,53.8,45.3,2.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Barnes,1965,1971,7,F-C,6-8,6.666666666666667,210.0,454,8.8,6.5,0.8,42.9,17.7,68.4,48.4,12.5,14.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Barnes,1975,1980,6,F-C,6-8,6.666666666666667,210.0,315,16.0,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Matt Barnes,2004,2017,14,F,6-7,6.583333333333333,226.0,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scottie Barnes,2022,2022,1,G-F,6-9,6.75,227.0,74,15.3,7.5,3.5,49.2,30.1,73.5,52.4,16.3,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dick Barnett,1960,1974,15,G-F,6-4,6.333333333333333,190.0,971,15.8,2.9,2.8,45.6,28.6,76.1,47.1,14.7,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Jim Barnett,1967,1977,11,G-F,6-4,6.333333333333333,170.0,732,11.7,3.1,3.0,43.5,28.6,79.7,47.1,14.6,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Barnett,1976,1976,1,G,6-3,6.25,175.0,12,2.3,0.7,0.7,46.2,0.0,37.5,46.2,4.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Barnhill,1963,1972,10,G,6-1,6.083333333333333,180.0,589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Norton Barnhill,1977,1977,1,G,6-4,6.333333333333333,205.0,4,1.0,0.8,0.3,33.3,27.9,73.7,44.1,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Barnhorst,1950,1954,5,G-F,6-4,6.333333333333333,190.0,344,9.4,5.4,3.2,36.8,28.6,66.5,47.1,14.2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Barr,1947,1947,1,F,6-3,6.25,205.0,58,5.1,3.0,0.9,28.3,23.4,59.5,45.3,10.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Barr,1973,1977,5,G,6-3,6.25,180.0,307,5.9,2.1,2.8,47.9,33.3,75.3,48.2,9.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moe Barr,1971,1971,1,G,6-4,6.333333333333333,195.0,31,2.0,0.6,0.9,40.3,27.9,84.6,44.1,11.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Barrett,2005,2008,4,G,5-10,5.833333333333333,172.0,67,3.3,1.1,2.0,36.9,24.6,72.7,40.5,9.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernie Barrett,1954,1956,3,G-F,6-3,6.25,180.0,131,4.9,2.6,1.7,36.9,28.6,74.8,47.1,9.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Barrett,1970,1973,4,G,6-2,6.166666666666667,155.0,187,13.4,3.2,3.9,44.0,31.0,74.6,46.1,12.4,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
